city ,AQI,precipitation,GDP,Temperature,Longititute,Latitude,Altitude,PopulationDensity,Coastal,GreenCoverageRate,Incineration(10000ton)
Nisí,75,1380.0,5541.61,20.82,100.51,38.96,3542.34,8953,1,10.46,14.35
Guruyan,243,357.2,10209.69,5.31,103.4,40.7,102.33,13294,1,21.92,77.18
Qŭshkŭpir,208,1769.8,7215.26,7.0,81.36,26.36,3561.59,4843,0,12.36,116.02
Semalang,280,1179.8,10410.88,19.03,96.51,41.05,290.06,22493,1,69.86,53.05
Balai,298,632.3,23579.77,8.17,89.4,43.77,4198.77,15268,1,17.39,571.6
Xomong,154,1349.1,19174.63,17.08,90.75,44.2,11.68,14643,1,45.84,411.45
Tandel,211,1234.9,2005.74,1.51,86.43,22.12,2822.04,1980,1,31.82,51.49
Léchovo,173,2168.9,19978.23,0.36,104.81,21.71,3082.47,7980,0,47.03,636.46
Youkaichi,102,2240.6,20737.56,25.98,125.47,24.86,908.23,2144,1,31.42,229.67
Popasna,79,1926.9,22068.42,16.16,95.4,36.47,1641.89,2034,0,50.02,265.52
Svalyava,260,1818.5,24959.77,6.31,122.19,36.95,1539.11,14139,1,69.03,432.59
Staryy Merchyk,139,1867.4,15476.22,15.18,104.75,21.08,4025.66,20100,1,30.64,472.19
Vilhelmina,100,1710.5,3383.43,18.93,109.72,28.02,788.12,16578,1,11.93,633.23
Bieqiao,115,567.4,7338.66,2.34,129.83,39.32,1532.98,19949,0,72.51,458.87
Tumba,213,89.8,15246.02,1.4,82.3,49.18,2228.53,7728,0,57.82,344.46
Bršadin,113,933.8,11979.03,3.24,92.61,47.14,1646.72,4143,1,53.91,396.69
Klippan,209,861.0,24491.61,29.06,82.78,22.12,500.95,747,1,55.05,428.42
Kallíthiron,136,122.6,14451.4,0.66,126.29,41.85,2274.3,6487,0,67.81,317.48
Takamatsu-shi,181,2162.7,21703.94,29.27,117.71,19.5,3840.46,13640,0,47.25,103.01
Sandur,178,728.7,6670.86,3.99,110.54,25.41,1360.3,2932,1,57.98,321.55
Wangxian,247,1509.8,15339.16,4.06,82.33,49.62,3499.44,17783,0,68.99,48.29
Bandong,172,1673.6,5414.01,0.66,101.69,30.76,2122.19,18315,0,29.53,206.19
Gumaus,241,320.3,11420.09,27.38,81.6,47.26,2674.0,5419,1,65.08,466.14
Shuiyang,299,643.5,7542.66,26.53,115.36,18.29,2472.25,18546,0,41.3,477.05
Dongjia,187,370.2,13112.85,4.26,97.52,33.07,2234.53,25728,0,66.07,451.08
Purwa,251,1256.8,5154.59,22.52,114.32,21.84,884.69,9277,1,59.3,414.19
Hualian,295,664.2,12709.58,26.77,90.31,23.43,4492.87,24317,1,43.34,323.58
Orosh,248,147.5,3740.14,14.09,111.37,31.43,2185.58,5240,0,7.22,683.58
Sakado,54,548.6,12375.73,24.1,127.95,49.58,3993.02,24021,0,22.38,480.91
Dzüünbulag,151,1213.3,10993.2,23.31,106.06,30.06,3193.87,24494,0,48.68,275.89
Huangtukuang,108,355.1,8074.6,18.4,123.24,20.51,3024.91,22617,0,17.99,75.47
Satu Nou,249,518.5,7438.35,11.64,119.55,41.58,4206.79,9795,0,30.71,133.28
Rio Covo ( Santa Eulália ),113,1045.7,17843.01,7.99,92.47,42.55,4129.99,15819,0,73.67,455.11
Sulang Tengah,238,905.2,22068.57,12.62,116.34,41.65,204.96,10641,1,55.66,171.01
Lang,256,1536.6,12472.82,2.72,127.53,26.72,844.91,15558,0,37.4,65.46
Xintai,84,2360.7,8932.68,13.16,119.46,34.83,3562.64,22830,1,72.15,113.48
Kampunganyar,81,370.9,6807.34,14.44,88.11,22.12,3357.27,8047,0,20.6,4.63
Barwałd Średni,273,1084.5,12134.67,8.74,80.59,20.47,2517.69,13746,1,70.32,535.24
Nashville,25,800.6,9320.09,25.27,94.21,29.21,10.15,5627,1,8.96,645.81
Sainte-Anne-des-Plaines,90,1620.4,645.94,23.87,116.6,28.15,4010.18,22274,1,10.6,309.36
Salitral,21,2066.1,17590.33,1.04,85.03,44.4,720.32,6693,0,9.89,290.32
Livramento do Brumado,286,83.8,18815.39,17.1,109.97,48.61,823.55,1171,0,73.03,267.14
Adelaide Mail Centre,286,1672.4,13831.7,20.32,107.95,33.4,3673.53,22222,0,68.06,325.32
Huajlaya,124,2376.9,23304.03,12.71,103.78,25.13,1450.16,2995,0,18.65,88.59
Xianlin,176,1740.6,19347.76,25.72,111.41,37.78,1830.58,9995,1,50.24,651.97
Golomunta,64,1231.6,12709.8,7.16,87.92,26.77,285.31,20568,1,24.76,478.43
Plomárion,159,1445.5,5017.78,6.95,80.68,22.33,2258.58,1992,1,70.13,138.65
Shimen,54,337.6,14655.93,17.58,82.05,19.56,2166.15,12762,1,19.92,197.26
Kramat,229,1759.3,4901.72,29.75,129.45,43.76,677.8,15978,0,24.46,456.21
Claye-Souilly,41,1286.2,10714.12,3.27,112.42,19.51,4169.0,7889,1,61.17,160.1
Weiqi,52,845.6,24600.87,21.64,102.91,24.26,532.66,19850,0,17.03,243.08
Abaeté,52,469.5,13916.61,17.95,106.94,18.41,4119.51,14975,1,63.65,81.02
Tamansari,59,1860.8,10808.0,0.87,103.16,35.74,3912.65,7026,1,15.51,362.25
Yujiao,186,1651.6,9948.0,12.32,80.77,42.98,4435.53,3092,1,64.91,515.28
Daqian,253,316.2,5010.53,20.03,116.19,41.26,3567.3,6403,0,12.84,593.89
Urazovka,245,577.8,20183.35,6.65,86.81,43.97,1547.51,4947,1,15.28,299.81
Sollefteå,169,1014.1,16595.67,16.59,103.33,28.95,1507.52,6293,0,37.39,533.53
Qesarya,77,1719.7,7505.72,11.8,120.4,45.13,3062.25,24336,1,13.3,309.79
Hedian,213,605.9,13707.41,9.53,129.16,22.03,72.35,8721,0,59.79,555.94
Tost,205,1799.0,5051.26,2.34,129.6,44.3,1035.58,25185,0,40.85,185.52
Chai Nat,132,2242.1,4634.54,14.97,90.61,33.83,2888.97,25677,1,11.63,84.47
Fuji,159,1873.7,15151.99,14.53,84.13,45.74,1220.25,11717,0,52.34,75.99
Arcachon,124,1034.8,3525.73,4.88,107.58,24.64,196.37,6480,0,73.88,433.81
Jamaica,43,1495.5,24966.65,8.23,111.07,49.64,3189.64,9603,1,12.64,273.59
Mpika,170,877.7,11456.29,2.45,86.18,34.87,499.09,322,0,46.0,172.64
Põlva,25,481.8,440.41,8.89,92.87,18.29,743.23,24859,0,67.36,218.04
Karawatung,271,859.4,350.27,14.59,92.43,41.62,769.89,1020,1,19.72,512.9
Yishi,125,2060.9,241.99,23.63,119.74,45.04,2404.71,3076,0,11.26,239.44
Lamas,126,621.8,11942.28,8.77,127.89,24.06,2358.51,17833,0,70.95,307.9
Panawuan,235,369.6,5619.52,13.57,127.44,43.96,3980.32,7812,0,63.41,679.94
Vitry-sur-Seine,231,1432.7,24740.15,0.4,117.78,31.95,2663.49,17149,1,30.16,634.77
Taiping,67,703.9,15778.49,25.1,84.18,37.23,3550.67,5799,1,28.3,560.42
Próchoma,163,836.6,13463.97,8.91,90.0,49.9,770.56,886,0,58.36,25.63
Feteira Grande,118,606.6,19974.47,18.67,101.92,26.84,1344.67,18536,0,73.37,10.82
Nanmu,119,1028.9,9395.05,20.63,90.68,26.14,3021.74,21411,0,67.44,637.48
Thành Phố Hà Giang,79,1707.7,9446.5,26.77,108.51,25.74,691.48,5109,1,57.81,42.53
Pôsto Fiscal Rolim de Moura,92,463.9,9334.91,3.72,88.65,41.07,1501.84,1768,0,29.52,31.52
Santiago do Cacém,252,196.2,7209.07,1.76,88.31,33.77,3178.66,20392,0,29.92,194.12
Quangang,34,762.7,16143.14,28.54,111.39,23.26,1050.68,4514,0,31.25,283.31
Lowayu,170,391.2,11560.6,9.62,87.52,43.26,711.92,24053,1,23.99,373.88
Khairiahmandah,75,2016.5,23.0,20.88,111.75,25.31,1460.38,1687,0,57.05,144.13
Sardoal,107,1530.8,24720.56,3.98,88.11,20.68,400.47,22505,1,7.68,503.45
Göteborg,185,632.5,8170.85,0.37,129.42,38.13,3738.52,10472,0,37.28,261.08
Geidam,295,1196.7,10543.49,20.88,111.78,28.71,1253.79,2187,0,56.22,254.45
Klirou,54,506.8,14627.41,15.27,99.73,37.85,4067.8,3399,0,21.26,277.85
Brniště,67,355.4,293.92,25.22,125.48,49.77,1337.6,18289,0,55.79,127.45
Würzburg,120,1564.6,14484.33,20.82,82.89,34.62,3759.69,6708,1,27.23,394.81
Montrouge,185,2357.9,11404.46,22.66,103.53,42.43,3985.89,15378,0,50.07,183.15
Mananjary,167,1912.4,16326.5,25.74,87.17,21.34,2540.27,15433,1,23.79,437.46
Keffin Hausa,30,1218.0,3664.16,16.05,98.46,28.12,2701.11,3920,1,19.36,459.39
Tobi Village,270,277.0,7684.08,21.92,81.86,28.06,3294.86,22164,1,64.89,322.43
Kalchevaya,174,2060.2,12189.44,0.6,95.22,32.9,191.95,21571,1,65.78,124.14
Sokołów Podlaski,246,286.7,11083.8,0.19,113.19,38.68,55.63,7916,1,26.59,119.53
Novo Horizonte,230,1986.2,5912.55,17.9,93.78,19.35,2970.34,21950,0,15.33,122.9
Chigang,246,432.0,2578.29,1.27,94.02,23.47,956.3,19327,0,37.45,564.64
Jiaxian Chengguanzhen,167,849.9,16776.15,20.93,99.23,46.15,1609.31,7433,1,59.69,216.75
Conceição do Araguaia,151,2316.0,22292.07,1.65,87.48,41.05,2659.13,10331,0,32.7,580.08
Málaga,224,1537.0,16355.53,9.68,92.46,42.51,889.18,16290,1,42.79,88.83
Uyuni,81,1283.4,15796.33,21.37,107.78,29.73,3029.01,17570,1,27.1,126.98
Sighnaghi,258,214.8,17552.76,11.77,108.66,36.24,2268.76,12393,1,17.72,73.51
Gangmian,272,1921.6,9916.87,28.81,126.62,30.93,3160.81,24372,0,52.27,425.35
Labnig,273,124.0,1701.45,14.04,93.39,23.66,1000.5,11651,1,12.27,393.02
Kambing,167,1403.1,16751.94,18.14,122.21,40.11,3619.21,24734,0,22.15,572.67
Borås,294,584.5,2314.13,14.13,87.38,32.03,2557.69,20613,0,17.57,135.88
Saint Paul,29,192.0,22702.71,15.27,116.71,27.13,1535.39,25394,1,35.48,89.08
Boroko,193,1961.3,21993.89,20.62,106.42,39.26,2936.33,14573,1,64.39,684.26
Mayskiy,75,317.5,1058.32,28.97,118.38,34.15,2370.03,18573,1,58.42,145.63
Polel Diaoubé,256,2229.7,11426.68,7.39,122.61,20.01,839.96,19818,0,40.99,236.01
Newton,194,1029.1,19954.38,10.6,118.07,38.17,2072.28,3350,0,66.23,16.76
Al Finţās,52,1021.8,8518.97,9.67,122.89,35.92,3184.08,19115,1,42.36,321.37
Banocboc,24,497.4,16823.31,4.14,113.93,27.25,2719.45,8148,1,72.62,645.82
Gislaved,144,352.0,16564.91,18.15,105.01,28.68,28.45,4235,1,23.69,438.29
Fontenay-sous-Bois,67,83.5,18008.86,21.95,108.36,41.18,4000.34,18483,0,54.53,394.13
Borzechów,74,2123.3,4248.75,22.93,82.81,26.39,3969.32,3640,0,54.33,165.52
Yarang,76,948.5,22495.13,12.97,89.59,19.0,3187.7,21076,0,53.31,339.2
Mullovka,140,1635.2,9550.33,18.22,93.54,41.87,1495.27,8637,0,61.08,222.68
Caeté,238,1018.3,13598.75,6.71,93.88,26.71,2746.44,19055,1,21.31,493.1
Villa Santa Rita,65,2055.9,23714.67,29.31,124.54,20.53,2286.62,6673,1,59.21,620.26
Nacka,270,2298.8,16422.78,9.4,107.54,46.1,2561.98,2085,0,32.58,573.55
Sīnah,51,1712.0,2982.29,2.14,110.58,49.66,156.21,1835,1,73.86,212.37
Zhoujiadian,216,2223.8,17827.41,16.81,92.39,23.11,4448.06,9464,0,22.84,326.84
Dobri Dol,128,2177.2,3499.69,20.33,117.85,36.9,2915.93,14920,1,60.01,128.99
Mississauga,275,381.9,3460.66,29.07,91.62,25.69,3605.83,9220,1,43.11,221.13
Panshan,185,1197.9,9047.6,16.36,117.64,21.66,504.98,25230,0,57.21,324.39
Mikstat,218,1680.4,13315.64,25.85,89.3,20.76,239.21,14602,0,69.62,114.87
Tha Tako,288,808.4,19211.84,26.19,94.37,35.28,2947.25,4119,1,63.25,366.96
Magan,21,1102.1,13190.87,20.75,90.22,22.15,158.29,15663,0,31.01,38.22
Jerada,52,2173.0,640.89,16.44,126.16,37.01,3908.74,14368,0,62.28,321.9
Rokytnice nad Jizerou,77,145.7,18509.22,12.3,104.6,38.71,1398.27,23416,0,37.13,272.44
Xinzhou,161,587.4,6416.27,22.2,101.21,31.98,4071.11,10215,1,65.46,244.99
Saint-Herblain,271,1100.8,19156.89,21.15,113.8,25.76,34.08,5836,0,10.46,65.1
Lezhë,155,1931.6,6234.63,23.86,102.25,27.93,233.91,4896,1,66.39,129.85
Pytalovo,297,421.7,15444.01,3.76,123.79,37.13,932.75,19998,0,34.66,516.58
Ngawa Prefecture,23,665.1,271.13,8.2,102.22465,31.89941,2617,11,0,36,23
Aksu City,137,80.4,610,12.27671233,80.26338,41.16754,1108,6547,0,33.94,23
Alxa League,85,150,322.58,24.2,105.72895,38.85192,1673,1,0,36,23
Ngari,28,74.2,37.4,1,80.1058,32.50111,4280,1,0,36,23
Anqin City,79,2127.8,1613.2,17.29178082,117.0344315,30.51264572,13,2271,0,45.8,27.48
Anyang City,110,672.1,1884.48,15.35068493,114.3500519,36.09685135,71,4735,0,36.28,54.51
Anshan City,111,708,2326,11.41232877,122.9843826,41.11525726,49,2534,0,38.25,58.13
Macao SAR,44,2000,3358,22,113.54387,22.19874,40,20547,1,41,22
Bayannur City,53,188,887.43,3.7,107.38765,40.74321,1042,5093,0,35.12,15.98
Bazhong City,58,1198.9,501.34,16.9,106.75476,31.849014,443,2653,0,39.11,15.09
Bengbu City,96,910,1253.1,16.01369863,117.3613815,32.93924332,25,2599,0,38.48,29.61
Baotou City,45,262.9,3781.93,8.91369863,109.8517075,40.6664238,1065,2130,0,37,52.29
Baoji City,111,695,1788.59,14.83424658,107.1383591,34.38228607,567,5352,0,40.61,36.54
Baoding City,220,566.9,2757.8,13.25890411,115.5001831,38.85707092,17.2,4565,0,30.96,49.27
Baoshan City,56,1000,552,17.39178082,99.16872406,25.11680222,1673,4529,0,31,10.95
Beihai City,23,1670,892.1,24.61643836,109.1191711,21.47979736,21,458,1,27.45,24.74
Beijing City,296,458.9,22968.6,13.77260274,116.3809433,39.9236145,31.2,1292,0,34,686.67
Benxi City,63,900,1160,9.271232877,123.7645035,41.28758621,100,602,0,44.88,31.76
Binzhou City,142,564.8,2355.33,14.11643836,118.0217667,37.36781311,9,1110,0,42.92,27.99
Haozhou City,59,831,942.6,10.58695652,115.7709,33.879292,39,3693,0,41.32,17.66
Cangzhiu City,105,581,3133.38,14.30273973,116.8607712,38.30884171,12,3169,1,42.9,24
Qamdo City,31,477.7,136,7.6,97.18152,31.13818,3230,5714,0,7.6,3.5
Changde City,69,1550,2709.02,17.93287671,111.6876297,29.03820992,38,2366,0,36.26,26.81
Changshu City,51,1615.3,2100,17.27534247,120.75248,31.65437,7,1200,0,42.37,28.61
Changzhou City,116,1450.9,5273.15,16.9739726,119.9502869,31.78393364,3,2399,0,42.47,76.48
Chaohu City,22,1215,273.1,16.82876712,117.89035,31.62452,13,7708,0,42.93,13.5
Chaoyang City,224,450,780,13.72739726,120.4514694,41.57785797,168,1022,0,40.57,33
Chaozhou City,106,1685.8,910.1,23.19589041,116.63666,23.667706,18,3503,0,32.16,51.94
Chenzhou City,49,1452.1,2012.07,19.67808219,113.0286484,25.80229187,189,1081,0,39.56,21.78
Chengdu City,118,873.3,10912.17,18.22191781,104.0817566,30.66105652,485,6116,0,39.84,273.55
Chengde City,195,440.5,1342.55,10.08219178,117.9223404,40.96760178,325,89,0,33,30
Chizhou City,40,1959.4,530.6,17.30547945,117.48,30.67,18,1199,0,36.51,14.06
Chifeng City,91,374,1861.27,8.434246575,118.9498215,42.26798248,587,1754,0,42.2,42.03
Chuzhou City,63,1035,1305.7,15.50273973,118.3011627,32.31653214,31,1456,0,47.17,12.57
Chuxiong Prefecture,44,900,762.97,14.8,101.52806,25.04553,1777,5574,0,36.15,10.95
Dazhou City,86,1086.1,1353.67,18.75205479,107.5003433,31.22469711,306,974,0,29.57,23.12
Dali City,39,1768.9,901.07,16.4,100.26763,25.60648,2007,3515,0,37.11,21.5
Dalian City,132,601.9,7700,12.40273973,121.6008377,38.91780472,29,2820,1,19.38,122.81
Daqing City,61,427.5,2983.5,6.167123288,125.0248566,46.59545136,149,4667,0,43.7,43.64
Datong City,82,56.1,1060,7.468493151,113.2963333,40.0971489,1044,9492,0,36,23
Dandong City,86,878.5,990.5,10.24520548,124.3814621,40.13518143,5,3237,1,48.39,21.37
Dehong Prefecture,49,1766.9,292.3,18.4,98.58489,24.43335,927,110,0,36,10
Deyang City,89,711,1605.1,18.13561644,104.3915482,31.13044548,491,2950,0,40.12,18.25
Dezhou City,116,547.5,2750,15.0109589,116.2878723,37.45369339,23,1448,0,41.3,30.29
Diqing Prefecture,23,824,161.1,13,99.70225,27.81875,3294,17,0,36,23
Dongguan City,26,2137.9,6275.06,23.84931507,113.7487717,23.0485363,6,2417,0,36.98,390.43
Dongying City,199,684.7,3450,14.82876712,118.4959564,37.46191406,2,617,1,34.61,22.32
Erdos City,61,348.3,4226.13,6.2,109.8,39.62,1311,2624,0,36.04,22.4
Ezhou City,113,1364.1,730,18.29863014,114.8811874,30.40276718,17,1740,0,36.18,17.85
Enshi Prefecture,75,1535,670,16,109.48817,30.2721,490,4942,0,17.12,11.96
Erenhot City,57,136.6,100.73,3.4,111.977942,43.65316,963,1471,0,35.53,7.2
Foshan City,23,2055.2,8003.92,23.77260274,113.1145172,23.03487778,5,2469,0,43.73,93.84
Fuzhou City,37,1775.2,5618.1,21.41232877,119.2978134,26.07859039,10,2322,1,41.09,105.9
Fushun City,67,760,1236,7.48630137,123.9295578,41.84786606,83,2069,0,33.96,38.22
Fuzhou City(Jiangxi),42,1700,1105.14,19.54931507,116.35,28,45,6648,0,39.78,22.34
Fuxin city,141,480,530,9.308219178,121.6488037,42.00795364,146,1741,0,34.24,29.2
Fuyang City(Anhui),44,910,1267.4,17.80958904,115.8097305,32.90220642,33,2290,0,29.26,25.23
Fuyang City(Zhejiang),80,2137.7,643.6,16.0890411,119.96007,30.04869,21,360,0,36,29
Garze Prefecture,17,920,217.57,13.5,101.96231,30.04952,2552,8,0,36,23
Ganzhou City,32,1469,1973.87,20.96712329,114.9336777,25.85288239,109,8047,0,37.14,37.63
Kaohsiung City,68,1738,4095.28,24.2,120.301435,22.62727,9,941,1,44,136.24
Guangan City,64,1071.2,1005.6,18.29589041,106.63175,30.474428,302,2106,0,39.49,14.34
Guangyuan City,46,892.8,605.43,17.27671233,105.8317032,32.44396973,488,2064,0,37.15,18.66
Guangzhou City,20,2478.1,18100.41,23.60547945,113.2614288,23.11891174,18,5940,1,18.78,455.84
Guiyang City,36,1433.2,2891.16,19.07945205,106.7113724,26.57687378,1277,2163,0,38.57,111.88
Guilin City,61,1901,1942.97,20.24520548,110.2866821,25.28188324,154,1535,0,43.63,38.42
Harbin City,102,423.1,5751.2,5.836986301,126.6433411,45.74149323,118,11366,0,43.7,143.26
Haikou City,22,1674.3,1161.28,26.09041096,110.3465118,20.03179359,15,2916,1,43.36,78.19
Haimen City,45,581,915.2,16.53972603,121.18161,31.87117,5,4900,1,41.23,9.06
Handan City,113,458,3080,15.28356164,114.4729538,36.60151672,55,780,0,32,49
Hangzhou City,103,2137.7,10053.58,17.90547945,120.1592484,30.26599503,19,3527,0,42.62,351.98
Hefei City,99,1224.9,5660.3,17.125,117.2757034,31.86325455,38,3357,0,36.66,122.05
Heyuan City,16,1700,810.08,22.77260274,114.6938171,23.73484039,34,8950,0,30.7,21.34
Heze City,88,831,2400.96,15.62054795,115.4457626,35.24853897,54,1762,0,44.68,40.15
Hebi City,85,534,713.23,14.30684932,114.1546707,35.94008255,89,3602,0,38.69,15.96
Hengshui City,142,547,1139,14.65479452,115.7081909,37.72782135,24,503,0,30,27
Hengyang City,66,142,2601.57,19.37945205,112.5993576,26.90055466,82,8360,0,45.11,43.82
Honghe Prefecture,75,1893,1222,18.1,103.374575,23.36225,1304,137,0,36,23
Hohhot City,49,361.2,3090.52,6,111.6632996,40.82094193,1072,177,0,36,23
Hulunbeier City,42,250,1595.96,0,119.77,49.22,612,10,0,33,22
Huludao City,181,878,720,10.55342466,120.83,40.72,17,883,1,29.84,25.25
Huzhou City,74,1450,2084.3,17.14520548,120.0971298,30.86603928,3,1408,0,42.5,45.77
Hualien County,24,1268,417,23,121.6015714,23.9871589,16,72,1,46,24
Huaian City,101,878,2745.09,13.6,119.14111,33.502789,13,6461,0,40.14,43.26
Huaibei City,97,910,760.4,16.19726027,116.7874985,33.9704895,32,3883,0,43.94,21.75
Huainan City,73,910,770.6,17.13150685,117.0207291,32.6166954,52,2213,0,38.88,32.1
Huanggang City,106,1550,1589.24,17.80273973,114.87,30.45,49,5996,0,40.16,18.76
Huangshan mountain Scenic Spot,88,440,544.7,8.3,118.1299,30.13242,710,90,0,33,23
Huangshan City,29,1469,544.7,17.73150685,118.3090668,29.72084427,122,833,0,33.91,12.61
Huangshi City,105,2137,1235,18.05616438,115.0749893,30.21379852,21,3698,0,39.65,29.2
Huizhou City,18,1670,3140.03,23.98219178,114.3924026,23.08795738,21,1372,1,40.03,95.29
Keelung City,13,1775,514,21,121.7391833,25.1276033,10,2802,1,41,24
Jian City,40,1035,1328.52,18.32191781,114.9704285,27.1062088,53,1898,0,31.9,16.65
Jilin City,71,308,2455.2,7.176712329,126.5668182,43.88667679,202,2559,0,19.45,33.83
Jimo City,61,1670,1110,14.21506849,120.44716,36.389401,22,913,1,44.57,25.02
Jinan City,107,713.7,6130.68,15.58356164,117.0056,36.6670723,148,2504,0,50.82,137.28
Jining City,83,831,4013.12,13.85616438,116.576561,35.40924072,39,1583,0,44.92,49.05
Jiyuan City,140,480,494.41,14.6,112.601918,35.067243,146,6108,0,40.4,18.96
Jiaxing City,97,574,3517.06,17.26986301,120.7536316,30.77111435,4,3742,1,37.83,33.39
Chiayi County,51,1775,578,22.6,120.2554615,23.4518428,2,273,1,46,24
Jiayuguan City,75,267,195,7.2,98.27471161,39.80265427,1656,1826,0,39.5,7.3
Jiangmen City,46,1966,2240.02,23.90136986,113.0847473,22.59119034,6,2032,0,40.42,45.67
Jiangyin City,82,581,2880.86,17.05890411,120.284938,31.920658,9,1865,1,42.98,18.15
Jiaonan City,85,878,981.15,10.94246575,120.18,35.97,6,90,1,44,24
Jiaozhou City,54,1742,981.2,14.39315068,120.006202,36.285877,10,832,1,39.44,18.94
Jiaozuo City,199,689,1943.37,16.51506849,113.2217865,35.24735641,100,5564,0,35.39,27.88
Jieyang city,62,1775,1890.01,21.4,116.34977,23.542976,4,2095,0,40.11,33.49
Jinchang City,108,480,224.5,10.7,102.1657486,38.49519348,1526,3702,0,36.29,9.2
Jinhua City,59,1638,3406.5,18.80410959,119.6522064,29.11081696,43,1720,0,36.06,45.72
Kinmen County,35,1775,152.91,21,118.3285644,24.3487792,12,914,1,46,22
Jintan City,106,1742,471.48,16.86986301,119.597896,31.723247,7,567,0,32,14
Jinzhou City,202,547,1357.5,12.18630137,121.1333694,41.11112595,23,309,1,44,25
Jincheng City,102,592,1040.2,13.04383562,112.84272,35.50651169,703,244,0,33,17
Jinzhong City,110,440,1046.12,11.93424658,112.75,37.68,811,203,0,33,23
Jingmen City,110,534,1388.46,16.70273973,112.2002106,31.03021622,87,1995,0,32.37,14.86
Jingzhou City,100,1550,1590.5,17.50547945,112.23,30.33,34,9389,0,37.3,23.51
Jingdezhen City,48,1700,772.06,19.07123288,117.1179428,29.19516754,35,2522,0,41.11,14.78
Jiujiang City,47,1550,1902.68,17.92191781,115.984581,29.72321129,41,6055,0,41.22,21.57
Jurong City,65,1200,468.5,16.54109589,119.168695,31.944998,24,1804,0,40.38,7.37
Kaifeng City,65,1450,1604.84,15.99863014,114.3461685,34.7851944,76,5601,0,38.69,31.62
Karamay City,74,267,670.1,8.6,84.86360931,45.59651184,354,5185,0,43.05,16.57
Kunming City,62,1189.5,3970,16.72054795,102.704567,25.04384422,1930,2170,0,40.64,158.76
Kunshan City,55,1615,3080,17.51369863,120.980736,31.385597,7,2893,0,43.75,69.25
Lhasa City,33,377.4,389.46,10.06027397,91.17211,29.652491,3660,1422,0,36.14,23.76
Laiwu City,138,450,755,14.53013699,117.66173,36.205116,197,1003,0,44.94,22.12
Laixi City,118,672,526.02,13.60136986,120.51769,36.889084,70,729,0,41.98,15.51
Laizhou City,106,708,717,14.73150685,119.942275,37.177129,48,1018,1,42.76,22.84
Lanzhou City,75,267,2095.99,12.33972603,103.7500534,36.06803894,1525,7540,0,25.8,98.36
Langfang City,181,1742,2056,13.83287671,116.6898575,39.51511002,18,721,0,36,27
Leshan City,87,1066.8,1301.2,19.2890411,103.7514038,29.56822395,355,1981,0,33.12,18.99
Lijiang City,26,665,290,14.42739726,100.2342529,26.87666512,2384,6538,0,40.63,13.79
Lishui City,32,1229,1102.34,19.87260274,119.9165573,28.44883728,74,1296,0,40.97,16.1
Liyang City,99,1615,738.15,16.99178082,119.48421,31.416911,7,1896,0,43.08,7.18
Lianyungang City,65,878,2160.64,14.17671233,119.1668015,34.60517883,4,1463,1,40.92,36.25
Liangshan Prefecture,31,1433,1314.72,15.3,102.267712,27.88157,1523,75,0,36,23
Liaoyang City,62,601,1025,10.46164384,123.1617432,41.26513672,27,391,0,33,31
Liaocheng City,120,458,2663.62,14.74931507,115.9884262,36.44943237,37,2088,0,38.81,40.74
Nyingchi City,35,617,105,3,94.36149,29.649128,2994,1905,0,36.07,1.53
Linan City,86,1224,466.28,17.04520548,119.724733,30.233873,39,1114,0,36.79,12.77
Lincang City,48,1000,502.1,19.20410959,100.0878067,23.8799305,1493,5543,0,39,6.36
Linfen City,76,1535,1161.1,15.19589041,111.5141678,36.08282471,450,215,0,33,14
Linyi City,157,672,3763.2,15.19452055,118.3379593,35.06945038,68,1633,1,44.93,86.2
Liuzhou City,41,1229,2298.62,21.88493151,109.4028091,24.31040573,91,3517,0,42.95,49.83
Luan City,70,308,1143.4,13.77260274,116.4927902,31.75352287,75,3600,0,44.5,19.28
Longyan City,19,1469,1738.45,21.83013699,117.0303879,25.10970306,329,2089,0,43.21,23.84
Loudi City,76,142,1291.38,18.14931507,111.9938965,27.74133492,120,7814,0,37.51,14.5
Luzhou City,106,1290.6,1353.4,19.07123288,105.4378433,28.88199425,262,2926,0,39.89,28.64
Luoyang City,110,602.3,3508.75,15.5109589,112.4247971,34.66804123,147,7278,0,32.41,71.39
Luohe City,85,831,992.85,15.70410959,114.0410919,33.57250977,62,5283,0,34.39,22
Lvliang City,64,1071,955.8,11.66575342,111.13,37.52,951,181,0,33,23
Ma’anshan City,89,2137,1365.3,17.05068493,118.4807129,31.72492409,19,4105,0,40.05,22.91
Maoming City,26,1638,2445.6,24.59726027,110.8888474,21.67071724,30,4263,1,24.75,22.12
Meishan City,110,990.2,1029.86,18.92191781,103.83146,30.050497,415,1711,0,35.09,26.17
Meizhou City,12,1229,955.09,22.7739726,116.1079407,24.31450081,87,1191,0,38.93,21.57
Mianyang City,88,717.6,1700.33,18.31232877,104.7485504,31.45634842,473,2673,0,38.7,34.24
Miaoli County,25,1700,623,22,120.8214265,24.560159,60,310,1,46,22
Mudanjiang City,48,361,1186.3,5.952054795,129.5984955,44.58392334,234,68,0,33,29
Nagqu Prefecture,47,262,95.9,2.5,92.051239,31.476202,4505,1,0,36,23
Nanchang City,61,2207.3,4000.01,19.2109589,115.8999176,28.67599106,16,7536,0,44.09,63.69
